???	нсв_есть	есть¹
???	нсв_b/c_клясть	клясть
4	св_нп_4b	намудрить
4	св_нп_4b	словчить
4	св_нп_4b	проскулить
4	св_нп_4b	схитрить
4	св_нп_4b	угодить
4	св_нп_4b	залебезить
4	св_нп_4b	замудрить
4	св_нп_4b	подурить
4	св_нп_4b	начадить
4	св_нп_4b	приблудить
4	св_нп_4b	надерзить
4	св_нп_4b	заюлить
4	св_нп_4b	протрусить²
4	св_нп_4b	наострить²
4	св_нп_4b	заискрить
4	св_нп_4b	поблажить
4	св_нп_4b	воспарить
4	св_нп_4b	полебезить
4	св_нп_4b	помудрить
4	св_нп_4b	закосить³
4	св_нп_4b	вострубить
4	св_нп_4b	смудрить
4	св_нп_4b	похитрить
4	св_нп_4b	повалить²
4	св_нп_4b	зачастить
4	св_нп_4b	вздурить
4	св_нп_4b	загрустить
4	св_нп_4b	сострить
4	св_нп_4b	зашебаршить
4	св_нп_4b	поострить²
4	св_нп_4b	заегозить
4	св_нп_4b	позвонить
4	св_нп_4b	помельтешить
4	св_нп_4b	понаследить
4	св_нп_4b	нахамить
4	св_нп_4b	заголосить
4	св_нп_4b	намутить
4	св_нп_4b	подвалить³
4	св_нп_4b	сноровить
4	св_нп_4b	загугнить
4	св_нп_4b	зарулить
4	св_нп_4b	проворожить
4	св_нп_4b	подсобить
4	св_нп_4b	отрулить
4	св_нп_4b	отмстить
4	св_нп_4b	наблажить
4	св_нп_4b	последить
4	св_нп_4b	погодить
4	св_нп_4b	пошалить
4	св_нп_4b	попарить
4	св_нп_4b	запестрить
4	св_нп_4b	задурить²
4	св_нп_4b	затарантить
4	св_нп_4b	приколесить
4	св_нп_4b	зашебуршить
4	св_нп_4b	побурлить
4	св_нп_4b	запершить
4	св_нп_4b	попалить²
4	св_нп_4b	пригрозить
4	св_нп_4b	зашалить
4	св_нп_4b	забарахлить
4	св_нп_4b	загнусить
4	св_нп_4b	навредить
4	св_нп_4b	завопить
4	св_нп_4b	похандрить
4	св_нп_4b	перегостить
4	св_нп_4b	загомонить
4	св_нп_4b	напестрить
4	св_нп_4b	засеменить
4	св_нп_4b	заблажить
4	св_нп_4b	нашалить
4	св_нп_4b	забасить
4	св_нп_4b	поморосить
4	св_нп_4b	соблаговолить
4	св_нп_4b	потрусить²
4	св_нп_4b	зафрантить
4	св_нп_4b	погрустить
4	св_нп_4b	поспешить
4	св_нп_4b	нагрешить
4	св_нп_4b	сдурить
4	св_нп_4b	подсорить
4	св_нп_4b	злоупотребить
4	св_нп_4b	прогостить
4	св_нп_4b	перезвонить
4	св_нп_4b	удружить
4	св_нп_4b	погрубить
4	св_нп_4b	досадить²
4	св_нп_4b	наследить
4	св_нп_4b	погрозить
4	св_нп_4b	поговорить
4	св_нп_4b	провинтить²
4	св_нп_4b	отомстить
4	св_нп_4b	посеменить
4	св_нп_4b	притрусить²
4	св_нп_4b	заблудить²
4	св_нп_4b	вспылить
4	св_нп_4b	сблудить
4	св_нп_4b	проколесить
4	св_нп_4b	наблудить
4	св_нп_4b	передобрить
4	св_нп_4b	нагрубить
4	св_нп_4b	зафорсить
4	св_нп_4b	погостить
4	св_нп_4b	заскользить
4	св_нп_4b	прегрешить
4	св_нп_4b	сгрубить
4	св_нп_4b	проблудить²
4	св_нп_4b	проголосить
4	св_нп_4b	пособить
4	св_нп_4b	подымить
4	св_нп_4b	отгостить
4	св_нп_4b	отгрустить
4	св_нп_4b	согрешить
4	св_нп_4b	замельтешить
4	св_нп_4b	присеменить
4	св_нп_4b	отбурлить
4	св_нп_4b	наглупить
5	св_нп_5a_ать	вылежать
???	св_нп_a_выбежать	выбежать
5	св_нп_5a_еть	вылететь
5	св_нп_5a_еть	выгореть
5	св_нп_5a_еть	выболеть
5	св_нп_5a_еть	выкипеть
5	св_нп_5b_а́ть	отзвучать
5	св_нп_5b_а́ть	умолчать
5	св_нп_5b_а́ть	зашуршать
5	св_нп_5b_а́ть	протрещать
5	св_нп_5b_а́ть	подрожать
5	св_нп_5b_а́ть	набрюзжать
5	св_нп_5b_а́ть	наворчать
5	св_нп_5b_а́ть	продрожать
5	св_нп_5b_а́ть	улежать
5	св_нп_5b_а́ть	заверещать
5	св_нп_5b_а́ть	повизжать
5	св_нп_5b_а́ть	промолчать
5	св_нп_5b_а́ть	заурчать
5	св_нп_5b_а́ть	вскричать
5	св_нп_5b_а́ть	позвучать
5	св_нп_5b_а́ть	зафырчать
5	св_нп_5b_а́ть	зазвучать
5	св_нп_5b_а́ть	замычать
5	св_нп_5b_а́ть	полежать
5	св_нп_5b_а́ть	пробрюзжать
5	св_нп_5b_а́ть	замурчать
5	св_нп_5b_а́ть	побренчать
5	св_нп_5b_а́ть	забрюзжать
5	св_нп_5b_а́ть	пожужжать
5	св_нп_5b_а́ть	зарычать
5	св_нп_5b_а́ть	нажужжать
5	св_нп_5b_а́ть	потрещать
5	св_нп_5b_а́ть	задрожать
5	св_нп_5b_а́ть	задребезжать
5	св_нп_5b_а́ть	зажурчать
5	св_нп_5b_а́ть	подребезжать
5	св_нп_5b_а́ть	заверезжать
5	св_нп_5b_а́ть	покричать
5	св_нп_5b_а́ть	проурчать
5	св_нп_5b_а́ть	помычать
5	св_нп_5b_а́ть	порычать
5	св_нп_5b_а́ть	нарычать
5	св_нп_5b_а́ть	запищать
5	св_нп_5b_а́ть	накричать
5	св_нп_5b_а́ть	проверещать
5	св_нп_5b_а́ть	побрюзжать
5	св_нп_5b_а́ть	заворчать
5	св_нп_5b_а́ть	завизжать
5	св_нп_5b_а́ть	продребезжать
5	св_нп_5b_а́ть	прошуршать
5	св_нп_5b_а́ть	затрещать
5	св_нп_5b_а́ть	пробренчать
5	св_нп_5b_а́ть	поторчать
5	св_нп_5b_а́ть	забренчать
5	св_нп_5b_а́ть	застучать
5	св_нп_5b_а́ть	замолчать¹
5	св_нп_5b_а́ть	забурчать
5	св_нп_5b_а́ть	помолчать
5	св_нп_5b_а́ть	долежать
5	св_нп_5b_а́ть	поворчать
5	св_нп_5b_а́ть	проторчать
5	св_нп_5b_а́ть	прорычать
5	св_нп_5b_а́ть	прозвучать
5	св_нп_5b_а́ть	промычать
5	св_нп_5b_а́ть	смолчать
5	св_нп_5b_а́ть	перележать
5	св_нп_5b_а́ть	постучать
5	св_нп_5b_а́ть	закричать
5	св_нп_5b_а́ть	зажужжать
5	св_нп_5b_а́ть	побурчать
5	св_нп_5b_а́ть	провизжать
5	св_нп_5b_а́ть	натрещать
5	св_нп_5b_а́ть_бежать	убежать
5	св_нп_5b_а́ть_бежать	прибежать
5	св_нп_5b_а́ть_бежать	забежать
5	св_нп_5b_а́ть_бежать	избежать
5	св_нп_5b_а́ть_бежать	подбежать
5	св_нп_5b_а́ть_бежать	вбежать
5	св_нп_5b_а́ть_бежать	добежать
5	св_нп_5b_а́ть_бежать	набежать
5	св_нп_5b_а́ть_бежать	побежать
5	св_нп_5b_а́ть_бежать	отбежать
5	св_нп_5b_а́ть_бежать	сбежать
5	св_нп_5b_а́ть_бежать	взбежать
5	св_нп_5b_е́ть	прокоптеть
5	св_нп_5b_е́ть	зашипеть
5	св_нп_5b_е́ть	излететь
5	св_нп_5b_е́ть	захрипеть
5	св_нп_5b_е́ть	прокорпеть
5	св_нп_5b_е́ть	загреметь
5	св_нп_5b_е́ть	заскрипеть
5	св_нп_5b_е́ть	пропыхтеть
5	св_нп_5b_е́ть	захрустеть
5	св_нп_5b_е́ть	пригореть
5	св_нп_5b_е́ть	отгудеть
5	св_нп_5b_е́ть	посопеть
5	св_нп_5b_е́ть	перегореть
5	св_нп_5b_е́ть	покорпеть
5	св_нп_5b_е́ть	возгореть
5	св_нп_5b_е́ть	укипеть
5	св_нп_5b_е́ть	посвиристеть
5	св_нп_5b_е́ть	прохрапеть
5	св_нп_5b_е́ть	протарахтеть
5	св_нп_5b_е́ть	отзвенеть
5	св_нп_5b_е́ть	затарахтеть
5	св_нп_5b_е́ть	нагореть
5	св_нп_5b_е́ть	докипеть
5	св_нп_5b_е́ть	наболеть
5	св_нп_5b_е́ть	запыхтеть
5	св_нп_5b_е́ть	погореть
5	св_нп_5b_е́ть	засвербеть
5	св_нп_5b_е́ть	прокряхтеть
5	св_нп_5b_е́ть	угореть
5	св_нп_5b_е́ть	пошипеть
5	св_нп_5b_е́ть	отгореть
5	св_нп_5b_е́ть	запестреть²
5	св_нп_5b_е́ть	прикипеть
5	св_нп_5b_е́ть	пообгореть
5	св_нп_5b_е́ть	закряхтеть
5	св_нп_5b_е́ть	прогреметь
5	св_нп_5b_е́ть	влететь
5	св_нп_5b_е́ть	перевисеть
5	св_нп_5b_е́ть	прозвенеть
5	св_нп_5b_е́ть	проскрипеть
5	св_нп_5b_е́ть	закоптеть
5	св_нп_5b_е́ть	поблестеть
5	св_нп_5b_е́ть	слететь
5	св_нп_5b_е́ть	засвистеть
5	св_нп_5b_е́ть	загудеть
5	св_нп_5b_е́ть	отлететь
5	св_нп_5b_е́ть	заблестеть
5	св_нп_5b_е́ть	покоптеть
5	св_нп_5b_е́ть	похрипеть
5	св_нп_5b_е́ть	засвиристеть
5	св_нп_5b_е́ть	перекипеть
5	св_нп_5b_е́ть	повелеть
5	св_нп_5b_е́ть	проболеть²
5	св_нп_5b_е́ть	залететь
5	св_нп_5b_е́ть	улететь
5	св_нп_5b_е́ть	подлететь
5	св_нп_5b_е́ть	отблестеть
5	св_нп_5b_е́ть	засипеть
5	св_нп_5b_е́ть	нашуметь
5	св_нп_5b_е́ть	провисеть
5	св_нп_5b_е́ть	нагреметь
5	св_нп_5b_е́ть	прилететь
5	св_нп_5b_е́ть	похрустеть
5	св_нп_5b_е́ть	закипеть
5	св_нп_5b_е́ть	взгреметь
5	св_нп_5b_е́ть	посипеть
5	св_нп_5b_е́ть	прозреть
5	св_нп_5b_е́ть	посидеть
5	св_нп_5b_е́ть	воззреть
5	св_нп_5b_е́ть	зазвенеть
5	св_нп_5b_е́ть	похрапеть
5	св_нп_5b_е́ть	просвиристеть
5	св_нп_5b_е́ть	догореть
5	св_нп_5b_е́ть	долететь
5	св_нп_5b_е́ть	попыхтеть
5	св_нп_5b_е́ть	прогудеть
5	св_нп_5b_е́ть	подгореть
5	св_нп_5b_е́ть	насмердеть
5	св_нп_5b_е́ть	взлететь
5	св_нп_5b_е́ть	сгореть
5	св_нп_5b_е́ть	закорпеть
5	св_нп_5b_е́ть	позвенеть
5	св_нп_5b_е́ть	зашуметь
5	св_нп_5b_е́ть	откипеть
5	св_нп_5b_е́ть	возгреметь
5	св_нп_5b_е́ть	потарахтеть
5	св_нп_5b_е́ть	повисеть
5	св_нп_5b_е́ть	прохрустеть
5	св_нп_5b_е́ть	погреметь
5	св_нп_5b_е́ть	изгореть
5	св_нп_5b_е́ть	вскипеть
5	св_нп_5b_е́ть	прошуметь
5	св_нп_5b_е́ть	прокипеть
5	св_нп_5b_е́ть	отшуметь
5	св_нп_5b_е́ть	отболеть²
5	св_нп_5b_е́ть	посвистеть
5	св_нп_5b_е́ть	подзагореть
5	св_нп_5b_е́ть	поболеть²
5	св_нп_5b_е́ть	засопеть
5	св_нп_5b_е́ть	покипеть
5	св_нп_5b_е́ть	закишеть
5	св_нп_5b_е́ть	переболеть²
5	св_нп_5b_е́ть	прогореть
5	св_нп_5b_е́ть	засмердеть
5	св_нп_5b_е́ть	погудеть
5	св_нп_5b_е́ть	налететь
5	св_нп_5b_е́ть	покряхтеть
5	св_нп_5b_е́ть	заболеть²
5	св_нп_5b_е́ть	пошуметь
5	св_нп_5b_е́ть	захрапеть
5	св_нп_5b_е́ть	поскрипеть
5	св_нп_5b_е́ть	накипеть
5	св_нп_5b_е́ть	загореть
5	св_нп_5b_е́ть	полететь
5	св_нп_5b_е́ть	обгореть
5	св_нп_5b_е́ть	изболеть
5	св_нп_5b_е́ть	отгреметь
5	св_нп_5b_е́ть_буд._1_ед._затрудн.	загалдеть
5	св_нп_5b_е́ть_буд._1_ед._затрудн.	погалдеть
5	св_нп_5b_е́ть_буд._1_ед._затрудн.	подудеть
5	св_нп_5b_е́ть_буд._1_ед._затрудн.	пошелестеть
5	св_нп_5b_е́ть_буд._1_ед._затрудн.	зашелестеть
5	св_нп_5b_е́ть_буд._1_ед._затрудн.	прошелестеть
5	св_нп_5b_е́ть_буд._1_ед._затрудн.	продудеть
5	св_нп_5b_я́ть	постоять
5	св_нп_5b_я́ть_повел._затрудн.	настоять¹
5	св_нп_5b_я́ть_повел._затрудн.	устоять
5	св_нп_5b/c_а́ть	доспать
5	св_нп_5b/c_а́ть	отоспать
5	св_нп_5b/c_а́ть	поспать
5	св_нп_5b/c_а́ть	недоспать
5	св_нп_5c_а́ть	задышать
5	св_нп_5c_а́ть	подышать
5	св_нп_5c_а́ть	надышать
5	св_нп_5c_а́ть	продышать
5	св_нп_5c_е́ть	утерпеть
5	св_нп_5c_-хотеть	восхотеть
5	св_нп_5c_-хотеть	расхотеть
5	св_нп_5c_-хотеть	перехотеть
5	св_нп_5c_-хотеть	отхотеть
6	св_нп_6a/1a_13	помурлыкать
6	св_нп_6a/1a_13	замурлыкать
6	св_нп_6a/1a_13	покурлыкать
6	св_нп_6a/1a_13	захныкать
6	св_нп_6a/1a_13	прохныкать
6	св_нп_6a/1a_13	закурлыкать
6	св_нп_6a/1a_13	похныкать
6	св_нп_6a/1a_13	промурлыкать
6	св_нп_6a/1a_13	прокурлыкать
6	св_нп_6a_ать	прокудахтать
6	св_нп_6a_ать	побрызгать
6	св_нп_6a_ать	забрызгать
6	св_нп_6a_ать	покудахтать
6	св_нп_6a_ать	поплакать
6	св_нп_6a_ать	закудахтать
6	св_нп_6a_ять	стаять
6	св_нп_6a_ять	пообтаять
6	св_нп_6a_ять	полаять
6	св_нп_6a_ять	вытаять
6	св_нп_6a_ять	проблеять
6	св_нп_6a_ять	истаять
6	св_нп_6a_ять	постаять
6	св_нп_6a_ять	поблеять
6	св_нп_6a_ять	заблеять
6	св_нп_6a_ять	растаять
6	св_нп_6a_ять	залаять
6	св_нп_6a_ять	подтаять
6	св_нп_6a_ять	порастаять
6	св_нп_6a_ять	зареять
6	св_нп_6a_ять	протаять
6	св_нп_6a_ять	дотаять
6	св_нп_6a_ять	обтаять
6	св_нп_6a_ять	заграять
6	св_нп_6a_ять	пролаять
6	св_нп_6c_а́ть	заплясать
6	св_нп_6c_а́ть	защекотать²
6	св_нп_6c_а́ть	поскакать
6	св_нп_6c_а́ть	возроптать
6	св_нп_6c_а́ть	побрехать
6	св_нп_6c_а́ть	зароптать
6	св_нп_6c_а́ть	зареготать
6	св_нп_6c_а́ть	подскакать
6	св_нп_6c_а́ть	похлопотать
6	св_нп_6c_а́ть	отгрохотать
6	св_нп_6c_а́ть	погоготать
6	св_нп_6c_а́ть	прострекотать
6	св_нп_6c_а́ть	заклекотать
6	св_нп_6c_а́ть	отщебетать
6	св_нп_6c_а́ть	вскакать
6	св_нп_6c_а́ть	погрохотать
6	св_нп_6c_а́ть	затрепетать
6	св_нп_6c_а́ть	заскакать
6	св_нп_6c_а́ть	заскрежетать
6	св_нп_6c_а́ть	ускакать
6	св_нп_6c_а́ть	поскрежетать
6	св_нп_6c_а́ть	подремать
6	св_нп_6c_а́ть	прощебетать
6	св_нп_6c_а́ть	прогрохотать
6	св_нп_6c_а́ть	засвистать
6	св_нп_6c_а́ть	проскрежетать
6	св_нп_6c_а́ть	заклокотать
6	св_нп_6c_а́ть	застрекотать
6	св_нп_6c_а́ть	доскакать
6	св_нп_6c_а́ть	наскакать
6	св_нп_6c_а́ть	пророкотать
6	св_нп_6c_а́ть	пострекотать
6	св_нп_6c_а́ть	защебетать
6	св_нп_6c_а́ть	задремать
6	св_нп_6c_а́ть	пощекотать²
6	св_нп_6c_а́ть	всклокотать
6	св_нп_6c_а́ть	отказать¹
6	св_нп_6c_а́ть	поклеветать
6	св_нп_6c_а́ть	восплескать
6	св_нп_6c_а́ть	загрохотать
6	св_нп_6c_а́ть	повскакать
6	св_нп_6c_а́ть	затопотать
6	св_нп_6c_а́ть	захохотать
6	св_нп_6c_а́ть	загоготать
6	св_нп_6c_а́ть	похохотать
6	св_нп_6c_а́ть	прохлопотать
6	св_нп_6c_а́ть	зарукоплескать
6	св_нп_6c_а́ть	наклеветать
6	св_нп_6c_а́ть	захлопотать
6	св_нп_6c_а́ть	продремать
6	св_нп_6c_а́ть	забрехать
6	св_нп_6c_а́ть	вострепетать
6	св_нп_6c_а́ть	прискакать
6	св_нп_6c_а́ть	пороптать
6	св_нп_6c_а́ть	пощебетать
6	св_нп_6c_а́ть	зарокотать
6	св_нп_6c/1a_13_а́ть	замахать
6	св_нп_6c/1a_13_а́ть	помахать
6	св_нп_6c/1a_13_а́ть	промахать
6	св_нп_6c_блиста́ть	поблистать
6	св_нп_6c_блиста́ть	заблистать
6	св_нп_6c_блиста́ть	проблистать
6	св_нп_6c_блиста́ть	возблистать
6	св_нп_6c_блиста́ть	отблистать
6	св_нп_6°a_ать	возжаждать
6	св_нп_6°b_а́ть	проржать
6	св_нп_6°b_а́ть	наорать
6	св_нп_6°b_а́ть	заржать
6	св_нп_6°b_а́ть	заорать
6	св_нп_6°b_а́ть	поорать
6	св_нп_6°b_а́ть	поржать
6	св_нп_6°b/c_а́ть	солгать
6	св_нп_6°b/c_а́ть	полгать
6	св_нп_6°b/c_а́ть	нарвать²
6	св_нп_6°b/c_а́ть_(е)рать	удрать
6	св_нп_6°c_а́ть	простонать
6	св_нп_6°c_а́ть	застонать
7	св_нп_7a	влезть
7	св_нп_7a	взлезть
7	св_нп_7a	полезть
7	св_нп_7a	налезть
7	св_нп_7a	облезть²
7	св_нп_7a	пролезть
7	св_нп_7a	слезть
7	св_нп_7a	отлезть
7	св_нп_7a	долезть
7	св_нп_7a	поналезть
7	св_нп_7a	подлезть
7	св_нп_7a	залезть
7	св_нп_7a	улезть
7	св_нп_7a	прилезть
7	св_нп_7a_(-д-)	выпасть
7	св_нп_7a_(-д-)	повыпасть
7	св_нп_7a_(-д-)_сесть	отсесть
7	св_нп_7a_(-д-)_сесть	сесть
7	св_нп_7a_(-д-)_сесть	обсесть
7	св_нп_7a_(-д-)_сесть	насесть
7	св_нп_7a_(-д-)_сесть	осесть
7	св_нп_7a_(-д-)_сесть	насесть²
7	св_нп_7a_(-д-)_сесть	пересесть
7	св_нп_7a_(-д-)_сесть	воссесть
7	св_нп_7a_(-д-)_сесть	присесть
7	св_нп_7a_(-д-)_сесть	просесть
7	св_нп_7a_(-д-)_сесть	засесть
7	св_нп_7a_(-д-)_сесть	подсесть
7	св_нп_7a_(-ст-)_прош._вы/рос,_-ла,_-ший	вырасти
7	св_нп_7a_(-ст-)_прош._вы/рос,_-ла,_-ший	подвырасти
7	св_нп_7a3_ти	вылезти
7	св_нп_7a[3]	вылезть
7	св_нп_7b_(-д-)	спасть
7	св_нп_7b_(-д-)	напасть²
7	св_нп_7b_(-д-)	пасть²
7	св_нп_7b_(-д-)	перепасть
7	св_нп_7b_(-д-)	запасть
7	св_нп_7b_(-д-)	опасть
7	св_нп_7b_(-д-)	попасть
7	св_нп_7b_(-д-)	совпасть
7	св_нп_7b_(-д-)	отпасть
7	св_нп_7b_(-д-)	ниспасть
7	св_нп_7b_(-д-)	упасть
7	св_нп_7b_(-д-)	впасть
7	св_нп_7b_(-д-)	подпасть
7	св_нп_7b_(-д-)	припасть
7	св_нп_7b_(-д-)	поспасть
7	св_нп_7b_(-д-)	пропасть
7	св_нп_7b_(-д-)	запропасть
7	св_нп_7b/b	подползти
7	св_нп_7b/b	сползти
7	св_нп_7b/b	оползти¹
7	св_нп_7b/b	отползти
7	св_нп_7b/b	поползти
7	св_нп_7b/b	уползти
7	св_нп_7b/b	наползти
7	св_нп_7b/b	приползти
7	св_нп_7b/b	вползти
7	св_нп_7b/b	заползти
7	св_нп_7b/b	доползти
7	св_нп_7b/b	всползти
7	св_нп_7b/b_(-д-)9_ё_(но_прич._прош._е/дший)	набрести
7	св_нп_7b/b_(-д-)9_ё_(но_прич._прош._е/дший)	отбрести
7	св_нп_7b/b_(-д-)9_ё_(но_прич._прош._е/дший)	сбрести
7	св_нп_7b/b_(-д-)9_ё_(но_прич._прош._е/дший)	забрести
7	св_нп_7b/b_(-д-)9_ё_(но_прич._прош._е/дший)	подбрести
7	св_нп_7b/b_(-д-)9_ё_(но_прич._прош._е/дший)	прибрести
7	св_нп_7b/b_(-д-)9_ё_(но_прич._прош._е/дший)	побрести
7	св_нп_7b/b_(-д-)9_ё_(но_прич._прош._е/дший)	убрести
7	св_нп_7b/b_(-д-)9_ё_(но_прич._прош._е/дший)	взбрести
7	св_нп_7b/b_(-д-)9_ё_(но_прич._прош._е/дший)	добрести
7	св_нп_7b/b_(-ст-)_прош._ро/с,_-ла/,_-ший	зарасти
7	св_нп_7b/b_(-ст-)_прош._ро/с,_-ла/,_-ший	взрасти
7	св_нп_7b/b_(-ст-)_прош._ро/с,_-ла/,_-ший	нарасти
7	св_нп_7b/b_(-ст-)_прош._ро/с,_-ла/,_-ший	порасти
7	св_нп_7b/b_(-ст-)_прош._ро/с,_-ла/,_-ший	произрасти
7	св_нп_7b/b_(-ст-)_прош._ро/с,_-ла/,_-ший	обрасти
7	св_нп_7b/b_(-ст-)_прош._ро/с,_-ла/,_-ший	дорасти
7	св_нп_7b/b_(-ст-)_прош._ро/с,_-ла/,_-ший	прирасти
7	св_нп_7b/b_(-ст-)_прош._ро/с,_-ла/,_-ший	возрасти
7	св_нп_7b/b_(-ст-)_прош._ро/с,_-ла/,_-ший	прорасти
7	св_нп_7b/b_(-ст-)_прош._ро/с,_-ла/,_-ший	отрасти
7	св_нп_7b/b_(-ст-)_прош._ро/с,_-ла/,_-ший	врасти
7	св_нп_7b/b_(-ст-)_прош._ро/с,_-ла/,_-ший	подрасти
7	св_нп_7b/b_(-ст-)_прош._ро/с,_-ла/,_-ший	надрасти
7	св_нп_7b/b_(-т-)_безл.	рассвести
7	св_нп_7b/b_безл.	подвезти²
7	св_нп_7b/b_безл.	повезти²
8	св_нп_8a/b_лечь	полечь
8	св_нп_8a/b_лечь	приотлечь
8	св_нп_8a/b_лечь	налечь
8	св_нп_8a/b_лечь	слечь
8	св_нп_8a/b_лечь	прилечь
8	св_нп_8a/b_лечь	приналечь
8	св_нп_8a/b_лечь	подналечь
8	св_нп_8a/b_лечь	залечь
8	св_нп_8a/b_лечь	перелечь
8	св_нп_8a/b_лечь	подлечь
8	св_нп_8a/b_лечь	отлечь
8	св_нп_8a/b_лечь	пролечь
8	св_нп_8a/b_лечь	лечь
8	св_нп_8a/b_лечь	возлечь
8	св_нп_8b/b	дотечь
8	св_нп_8b/b	втечь
8	св_нп_8b/b	натечь
8	св_нп_8b/b	истечь
8	св_нп_8b/b	утечь
8	св_нп_8b/b	подтечь
8	св_нп_8b/b	оттечь
8	св_нп_8b/b	протечь
8	св_нп_8b/b	затечь
8	св_нп_8b/b	перетечь
8	св_нп_8b/b	потечь
8	св_нп_8b/b	притечь
8	св_нп_8b/b	стечь
8	св_нп_8b/b	отечь
8	св_нп_8b/b_ё_(е/гший)	пренебречь
8	св_нп_8b/b_ё_(е/кший)	истечь
8	св_нп_8b/b_ё_(е/кший)	проистечь
8	св_нп_8c/b	изнемочь
8	св_нп_8c/b	помочь
8	св_нп_8c/b	смочь
8	св_нп_8c/b	возмочь
8	св_нп_8c/b	занемочь
9	св_нп_9b/c1_прич._прош._ме/рший	примереть
9	св_нп_9b/c1_прич._прош._ме/рший	отмереть
9	св_нп_9b/c1_прич._прош._ме/рший	умереть
9	св_нп_9b/c1_прич._прош._V/ме/рший	перемереть
9	св_нп_9b/c1_прич._прош._V/ме/рший	помереть
9	св_нп_9b/c1_прич._прош._V/ме/рший	замереть
9	св_нп_9b/c1_прич._прош._V/ме/рший	обмереть
9	св_нп_9b_ё	напереть
9	св_нп_9b_ё	поднапереть
???	св_нп_a_выбыть	выбыть
???	св_нп_a_поехать	поехать
???	св_нп_a/c_-быть	пребыть
???	св_нп_a/c1_-быть	убыть
???	св_нп_a/c1_-быть	прибыть
???	св_нп_a/c[1]_-быть	пробыть
???	св_нп_a/c[1]_-быть	побыть
???	св_нп_a9_выйти	выйти
???	св_нп_b_-реветь	отреветь
???	св_нп_b_-реветь	зареветь
???	св_нп_b_-реветь	пореветь
???	св_нп_b_-реветь	взреветь
???	св_нп_b/b9_буд._йду/,_-ёт_прош._шёл,_шла/,_ше/дший	низойти
???	св_нп_b/b9_буд._йду/,_-ёт_прош._шёл,_шла/,_ше/дший	снизойти
???	св_нп_b/b9_буд._йду/,_-ёт_прош._шёл,_шла/,_ше/дший	изойти
???	св_нп_b/b9_буд._йду/,_-ёт_прош._шёл,_шла/,_ше/дший	войти
???	св_нп_b/b9_буд._йду/,_-ёт_прош._шёл,_шла/,_ше/дший	взойти
???	св_нп_b/b9_буд._йду/,_-ёт_прош._шёл,_шла/,_ше/дший	пойти
???	св_нп_b/b9_буд._йду/,_-ёт_прош._шёл,_шла/,_ше/дший	сойти
???	св_нп_b/b9_буд._йду/,_-ёт_прош._шёл,_шла/,_ше/дший	зайти
???	св_нп_b/b9_буд._йду/,_-ёт_прош._шёл,_шла/,_ше/дший	подойти
???	св_нп_b/b9_буд._йду/,_-ёт_прош._шёл,_шла/,_ше/дший	уйти
???	св_нп_b/b9_буд._йду/,_-ёт_прош._шёл,_шла/,_ше/дший	дойти
???	св_нп_b/b9_буд._йду/,_-ёт_прош._шёл,_шла/,_ше/дший	произойти
???	св_нп_b/b9_буд._йду/,_-ёт_прош._шёл,_шла/,_ше/дший	отойти
???	св_нп_b/b9_буд._приду/,_-ёт,_18_прош._при|шёл,_-шл	прийти
4	св_4a_-мерить	обмерить
4	св_4a_-мерить	замерить
4	св_4a_-мерить	отмерить
4	св_4a_-мерить	промерить
4	св_4a_-мерить	примерить
4	св_4a_-мучить	домучить
4	св_4a_-мучить	умучить
4	св_4a_-мучить	замучить
4	св_4a_-мучить	измучить
4	св_4a_-мучить	промучить
4	св_4a_-мучить	размучить
4	св_4a_-мучить	отмучить
4	св_4a_-мучить	перемучить
7	св_7b/b_(-т-)9_-честь	прочесть
7	св_7b/b_(-т-)9_-честь	расчесть
7	св_7b/b_(-т-)9_-честь	недоучесть
7	св_7b/b_(-т-)9_-честь	учесть
7	св_7b/b_(-т-)9_-честь	зачесть
7	св_7b/b_(-т-)9_-честь	предпочесть
7	св_7b/b_(-т-)9_-честь	перечесть
7	св_7b/b_(-т-)9_-честь	сопричесть
7	св_7b/b_(-т-)9_-честь	дочесть
7	св_7b/b_(-т-)9_-честь	переучесть
7	св_7b/b_(-т-)9_-честь	начесть
7	св_7b/b_(-т-)9_-честь	почесть
7	св_7b/b_(-т-)9_-честь	счесть
7	св_7b/b_(-т-)9_-честь	причесть
7	св_7b/b_(-т-)9_-честь	обчесть
1	св-нсв_1a_R	сочетаться
1	св-нсв_1a_R	венчаться
1	св-нсв_1a_R	обещаться
1	св-нсв_1a_а́ть	завещать
1	св-нсв_1a_а́ть	обещать
1	св-нсв_1a?	стяжать
1	св-нсв_1a?	сочетать
2	св-нсв_2a	индивидуализировать
2	св-нсв_2a	кристаллизировать
2	св-нсв_2a	экспедировать
2	св-нсв_2a	аммонизировать
2	св-нсв_2a	интегрировать
2	св-нсв_2a	ламинировать
2	св-нсв_2a	оккупировать
2	св-нсв_2a	германизировать
2	св-нсв_2a	конденсировать
2	св-нсв_2a	коагулировать
2	св-нсв_2a	рационализировать
2	св-нсв_2a	перифразировать
2	св-нсв_2a	оптимизировать
2	св-нсв_2a	гомогенизировать
2	св-нсв_2a	армировать
2	св-нсв_2a	вотировать
2	св-нсв_2a	иллюстрировать
2	св-нсв_2a	конципировать
2	св-нсв_2a	продуцировать
2	св-нсв_2a	диссимулировать
